RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
3.52,-6.06,-5.79,-0.55,-4.5,N
0.41,-4.38,-4.54,3.91,-3.68,N
-12.13,2.96,0.33,15.57,3.81,N
1.9,4.12,9.69,-3.78,0.89,N
5.76,2.24,15.58,-6.05,-2.15,N
1.07,9.53,5.19,-1.89,1.96,N
-1.99,-3.3,-5.2,-2.27,1.49,N
-0.5,9.48,9.01,-0.04,1.57,N
6.8,5.85,3.53,-10.14,-2.29,N
-2.0,-1.32,-7.92,-6.58,3.28,N
-5.74,4.26,-0.26,0.19,7.67,N
-0.05,0.45,-0.36,0.97,-0.18,N
15.5,3.28,-3.04,-21.23,-5.09,N
4.92,13.27,8.97,-10.22,2.51,N
14.4,-4.38,-3.12,-11.18,-5.62,N
8.26,4.66,7.58,-17.5,-0.46,N
-0.01,-0.44,-13.8,-2.86,0.55,N
-2.74,-1.63,-3.97,1.08,3.04,N
11.66,3.87,-11.47,-21.53,-1.26,N
2.57,0.05,11.48,-0.13,-0.42,N
-12.16,5.05,6.64,13.54,6.21,N
-2.53,4.15,1.66,9.3,-0.84,N
-14.41,-2.03,-2.33,17.72,4.61,N
-0.76,-3.86,0.14,1.28,1.69,N
-4.95,-3.72,8.89,3.98,0.29,N
13.0,0.76,0.53,-17.4,-1.48,N
5.23,-4.99,-4.78,-2.4,-3.67,N
-1.17,-2.2,-12.4,-1.08,2.26,N
14.86,1.44,11.7,-24.39,-3.6,N
4.32,7.02,-6.19,-14.77,4.6,N
4.78,-4.39,-3.18,-12.88,-2.05,N
-5.47,-9.63,-3.59,5.54,-0.35,N
-5.64,-6.75,-1.15,-0.47,3.74,N
-3.28,-2.95,-0.11,12.94,-3.62,N
-9.2,1.98,7.49,13.63,2.8,N
-0.24,3.8,12.52,-0.53,3.63,N
-1.59,3.62,9.44,-0.94,-0.79,N
-3.21,-3.76,8.67,8.07,0.08,N
6.18,5.98,3.81,-1.89,-4.57,N
-0.18,-6.9,-3.16,-3.14,-0.4,N
4.23,0.72,2.01,-9.02,-2.21,N
6.81,-11.51,-14.37,-16.55,-0.34,N
-1.33,-1.24,-6.63,3.35,-0.67,N
-3.8,13.72,0.06,20.36,0.3,N
7.8,-2.07,2.91,-9.18,-3.12,N
-10.29,-0.27,2.75,18.72,3.11,N
-9.21,-4.27,1.91,14.6,-2.25,N
1.28,-3.86,-0.86,-7.66,1.22,N
-4.88,-2.67,-4.17,10.89,-0.71,N
9.09,5.52,3.62,-7.12,-6.34,N
-7.39,5.52,11.19,11.02,-0.39,N
4.97,-3.11,9.0,-1.94,-3.96,N
8.78,-0.8,-10.9,-17.4,-1.76,N
-0.02,7.84,-4.59,2.28,2.21,N
-12.87,5.06,1.48,13.0,5.64,N
5.26,7.18,6.92,3.7,-5.37,N
-0.9,-5.71,2.39,5.72,-2.31,N
-0.08,5.12,7.67,-3.3,2.42,N
0.57,10.2,-7.89,-2.33,1.68,N
5.32,-9.26,8.24,-4.97,-2.51,N
-1.76,-0.68,10.16,5.9,-2.34,N
-6.57,-3.57,-6.94,5.63,1.97,N
-5.78,-8.4,-3.56,7.2,0.32,N
-2.18,3.27,-2.33,1.79,3.53,N
-0.49,-0.68,-13.23,-2.61,-0.94,N
-5.08,5.66,-10.85,3.95,4.63,N
-9.99,-2.72,0.62,17.5,2.47,N
4.86,10.46,-3.34,-1.66,-4.6,N
4.5,7.79,8.4,-7.87,-0.22,N
-1.36,4.78,3.1,10.34,-2.39,N
-8.64,-10.1,1.27,7.82,0.34,N
6.47,4.24,0.42,-9.12,-0.37,N
0.95,-3.14,0.63,4.16,-2.86,N
-7.44,-6.53,4.56,4.21,1.75,N
-4.49,12.79,-1.45,7.72,3.05,N
4.87,4.2,-2.95,-9.22,0.47,N
-4.51,-2.37,2.78,4.47,2.02,N
2.05,-0.21,-13.29,-5.58,0.13,N
-1.2,5.57,-6.05,5.51,0.76,N
8.69,9.57,1.14,-12.69,-0.76,N
-2.64,-6.0,4.4,-2.0,1.32,N
-5.01,3.54,9.12,1.32,4.21,N
-4.38,-4.99,-9.45,3.52,1.96,N
-1.04,-3.66,-2.45,-4.16,0.36,N
4.34,3.46,-0.01,-9.65,-1.33,N
8.97,8.91,-14.7,-17.78,2.59,N
6.47,3.62,-0.57,-13.71,1.07,N
-12.85,2.25,-6.02,17.46,6.04,N
8.61,-0.42,6.33,-8.94,-2.41,N
-3.07,2.8,6.4,6.68,0.92,N
3.71,-2.95,-4.48,-4.89,-1.1,N
1.33,-0.33,-15.25,0.63,-2.25,N
6.12,-6.74,-5.98,-16.17,-0.72,N
-2.32,6.15,-8.62,6.88,3.52,N
-2.02,-8.39,7.51,7.53,-1.41,N
-3.89,8.8,5.95,8.61,0.66,N
5.41,7.58,-0.71,-5.72,-0.61,N
4.64,7.39,-1.82,-5.67,-0.34,N
8.26,7.92,5.25,-10.38,-0.83,N
2.6,-7.85,-12.72,-5.57,-0.34,N
5.04,-7.84,-2.56,-5.26,-5.52,N
-2.78,2.07,-10.79,4.12,-0.46,N
-3.16,-2.02,-1.32,8.59,-0.09,N
0.66,-1.03,-7.41,0.52,0.69,N
-5.34,-7.2,-7.03,6.38,0.09,N
-11.18,2.05,-10.91,10.82,7.35,N
0.53,2.11,-2.23,7.26,-1.64,N
-4.11,-7.01,-0.71,8.31,-0.04,N
-13.46,5.46,-3.05,19.11,4.91,N
11.82,11.56,-6.94,-20.29,0.2,N
-1.39,-9.94,3.07,4.9,-5.91,N
-4.39,5.86,18.61,9.29,-0.93,N
2.35,-5.32,-6.9,-2.69,-0.52,N
-1.1,-2.74,-6.32,2.04,-0.83,N
-18.77,-12.12,-9.03,23.79,3.79,N
4.79,7.78,-2.53,-5.86,0.23,N
5.72,2.35,-3.28,-10.51,-0.99,N
7.59,-6.89,-5.81,-15.47,-1.99,N
10.69,0.88,-14.69,-15.83,-1.96,N
4.36,0.06,-10.89,-19.43,1.88,N
3.73,-5.54,-5.33,-7.59,0.88,N
-8.47,-0.68,10.73,19.48,-0.23,N
6.5,0.65,2.77,-3.39,-3.46,N
14.24,-3.42,1.2,-18.85,-8.31,N
-5.36,-2.52,10.94,18.84,-3.26,N
-7.09,3.07,3.84,9.81,6.99,N
-1.39,-4.37,10.7,3.12,-1.6,N
0.57,-9.0,5.89,-1.43,-1.01,N
-4.37,-10.72,1.39,5.24,0.47,N
12.25,-4.4,-7.82,-16.41,-6.86,N
-1.16,4.87,6.77,-1.6,5.16,N
-12.62,-0.28,2.51,12.47,7.09,N
-2.24,-5.85,1.47,4.98,1.24,N
-1.92,-8.0,-11.06,1.23,-1.49,N
-12.22,-6.13,4.49,16.58,0.53,N
8.57,0.76,14.79,-2.42,-8.31,N
-0.69,3.08,-9.22,2.18,0.85,N
-15.12,1.35,-0.02,22.51,5.24,N
-5.02,-9.72,-7.06,7.6,-3.71,N
-1.97,-0.58,-4.76,4.4,2.08,N
-10.06,4.36,-7.84,14.76,5.81,N
1.72,-7.38,-9.7,2.92,-3.75,N
-3.19,0.84,-6.78,0.28,3.55,N
-0.79,-5.32,21.28,9.48,-4.53,N
-0.77,-11.2,-4.82,-0.36,-0.74,N
2.88,-6.85,-5.11,-7.58,-4.87,N
-3.32,-1.96,4.83,8.34,-3.03,N
2.21,-3.97,3.17,-5.88,2.2,N
7.54,2.14,-3.25,-6.69,-1.69,N
1.09,0.14,-8.59,-11.82,2.73,N
2.13,-0.01,-12.1,-11.28,0.47,N
2.63,-0.59,-10.77,5.52,-5.05,N
-11.96,4.58,-11.66,18.54,5.43,N
-4.49,9.52,2.74,5.55,3.88,N
5.85,0.63,-8.66,-12.72,-0.6,N
-1.08,8.4,-2.32,1.0,-0.62,N
2.66,-2.27,0.74,-4.73,-0.22,N
-1.44,-2.16,-8.83,8.75,-1.41,N
12.12,4.94,-3.84,-18.05,-2.57,N
0.04,-3.61,-2.16,1.59,0.04,N
-6.81,7.09,3.02,6.6,3.94,N
5.53,-3.58,3.13,-6.01,-1.59,N
-2.78,-5.22,-7.28,0.79,0.54,N
-16.4,1.97,15.91,26.93,2.27,N
6.18,5.05,-4.37,-5.92,-1.57,N
-8.49,5.95,-11.25,6.36,8.71,N
12.83,-7.25,-0.02,-12.26,-8.49,N
7.14,9.07,6.22,-3.8,-3.0,N
-13.97,-0.64,1.43,24.92,1.29,N
-0.91,11.66,-3.97,-3.85,2.53,N
-8.78,5.54,2.01,13.25,4.35,N
0.6,6.42,-11.27,-4.84,2.49,N
5.41,2.05,-20.4,-9.37,0.34,N
2.09,7.66,11.85,-0.9,-0.68,N
-3.04,-0.9,-5.61,0.41,0.68,N
-7.97,-6.01,-8.24,6.28,2.46,N
4.2,1.73,-20.43,-8.92,-1.12,N
2.97,-7.42,1.85,-6.09,-1.31,N
-3.43,-1.27,0.31,8.69,-0.56,N
1.25,2.71,8.03,-8.94,2.36,N
-12.58,1.36,3.37,14.61,4.96,N
3.93,1.2,-11.08,-14.14,3.42,N
7.2,-8.44,-12.13,-1.03,-7.59,N
-10.46,-6.69,12.48,26.18,-2.8,N
0.55,-6.87,3.96,-2.62,1.28,N
-5.64,-2.19,8.74,7.17,1.87,N
-1.83,-7.84,-2.13,-1.7,-1.44,N
8.44,11.19,-7.66,-7.31,0.12,N
-0.51,9.08,-7.59,-6.43,2.26,N
-2.41,3.27,-9.1,11.75,-1.89,N
-2.19,10.68,10.53,-3.91,5.89,N
3.89,-5.84,0.92,-4.97,-3.44,N
0.64,4.79,0.78,-1.79,-2.3,N
-3.79,-0.3,-4.72,12.49,0.61,N
7.76,3.0,-5.93,-13.56,-1.16,N
12.98,-1.76,-2.52,-13.68,-6.3,N
3.36,-0.86,9.61,-8.22,-0.69,N
-0.39,1.93,-10.06,-8.68,3.76,N
-5.83,-1.11,-10.89,6.94,0.42,N
-14.3,-13.12,-7.74,20.63,1.2,N
7.22,3.68,2.3,-6.65,-2.2,N
-4.64,-7.6,1.71,11.48,-4.06,N
-8.31,-9.43,-4.67,11.11,-0.49,N
-11.64,4.1,-6.65,7.11,10.15,N
-13.24,0.9,-4.86,18.24,4.27,N
-3.46,7.85,6.46,16.7,0.67,N
3.23,7.9,-9.16,-14.45,5.22,N
6.61,5.6,4.38,-13.51,1.09,N
-4.07,-6.36,-12.41,8.01,-0.01,N
-7.99,9.2,6.33,10.09,4.62,N
5.16,-5.8,-11.12,-12.2,-0.75,N
-3.5,2.64,7.04,13.21,-4.02,N
-3.71,3.82,-3.77,8.21,-1.39,N
-2.98,-2.9,0.55,7.63,-0.78,N
6.3,-0.54,-3.87,-3.85,-4.28,N
9.71,6.18,1.82,-17.62,1.76,N
12.62,0.08,-11.12,-21.95,-2.21,N
-10.41,6.35,-6.11,10.26,5.88,N
3.97,10.39,-7.83,-9.36,0.3,N
-7.34,-0.32,7.45,11.83,2.34,N
-2.88,-6.01,3.66,7.97,-3.65,N
-1.35,-5.99,-11.32,5.59,0.1,N
-7.52,1.94,-9.31,3.33,7.65,N
10.61,2.47,2.31,-5.94,-8.88,N
0.34,-2.79,-8.48,-3.54,1.46,N
8.7,-7.2,12.56,-7.01,-5.3,N
-9.13,2.94,4.47,16.95,1.07,N
-7.0,7.02,5.1,6.05,3.63,N
5.22,1.84,-1.08,-6.88,-1.21,N
3.67,7.41,13.92,-5.95,-2.59,N
1.03,8.93,0.79,1.43,1.48,N
-1.91,3.76,11.01,9.8,-2.53,N
0.6,4.0,8.85,3.45,-3.2,N
-3.32,8.34,-6.98,1.35,4.3,N
-1.81,1.88,-1.34,5.29,1.4,N
-5.53,3.36,-4.28,-3.8,6.21,N
-3.37,-2.28,3.47,0.88,3.39,N
9.88,8.04,4.76,-11.35,-6.5,N
-2.55,3.35,-4.54,1.24,3.97,N
-5.54,-1.58,-10.99,-2.33,4.09,N
8.94,-4.05,-5.32,-9.23,-4.51,N
5.48,4.12,-18.72,-10.17,0.75,N
4.0,5.1,5.82,-2.7,0.99,N
-5.72,2.97,4.94,7.1,0.26,N
-2.08,-5.75,8.14,-2.82,0.05,N
-10.11,0.77,1.27,14.51,4.05,N
-0.13,6.72,14.37,5.82,-1.21,N
7.3,-4.36,-7.83,-12.57,-0.07,N
1.67,-9.98,-3.11,-13.5,1.62,N
-3.72,3.78,-4.2,-0.4,4.42,N
5.59,3.56,-1.18,-4.29,-1.87,N
-0.4,4.68,3.22,3.2,3.85,N
6.54,-4.9,-7.2,-11.22,-2.63,N
-0.67,4.51,7.52,-1.54,1.45,N
7.06,-6.32,14.2,-1.71,-5.32,N
6.48,9.1,0.72,-7.49,0.47,N
-0.44,-1.19,-6.34,-0.12,0.49,N
1.28,-4.38,11.39,2.65,-4.56,N
5.8,1.98,-0.4,-0.1,-3.42,N
1.13,8.07,13.18,2.74,-0.09,N
-6.96,0.1,5.52,14.24,0.77,N
3.48,-6.99,5.35,-3.16,-2.62,N
-2.23,7.86,-0.16,3.59,-0.37,N
-1.6,-6.54,-7.63,-4.97,1.86,N
-5.25,2.02,-0.47,12.0,-0.85,N
2.68,-4.21,-0.65,-0.8,-3.76,N
7.12,-2.78,3.09,-7.69,-3.57,N
3.65,9.23,-6.33,-7.23,3.64,N
-5.88,4.16,-4.76,13.85,0.42,N
-9.83,-4.93,-12.2,11.2,6.12,N
-3.19,-2.05,-14.15,9.98,-1.19,N
1.84,6.85,7.48,2.03,0.14,N
4.83,-7.09,7.11,0.44,-7.3,N
14.15,3.88,10.8,-14.62,-7.49,N
0.33,-4.47,21.67,5.64,-7.24,N
1.5,-2.9,-2.04,0.19,-0.58,N
9.14,10.3,-6.79,-8.02,-3.93,N
-4.33,6.49,2.87,-0.92,3.7,N
-1.01,-4.12,-0.72,3.88,-2.56,N
-5.69,1.77,-12.33,9.66,0.84,N
4.36,1.78,-14.11,-10.1,3.12,N
-1.56,-0.51,0.18,-0.35,1.45,N
6.11,1.93,-4.45,-10.73,-1.15,N
7.19,-2.19,0.81,-12.16,1.14,N
8.6,0.49,1.01,-7.69,-4.68,N
8.5,-7.36,-0.87,-10.29,-5.38,N
-5.68,-8.39,-2.44,6.15,-1.28,N
-5.43,3.32,6.61,8.15,0.74,N
-0.94,-6.65,6.2,1.29,-3.23,N
-3.9,-3.82,-10.2,6.54,2.61,N
-0.7,-3.14,-13.78,-1.46,1.76,N
9.45,-1.36,1.1,-3.41,-7.45,N
0.17,0.86,-0.56,1.29,-1.07,N
-1.97,1.6,-7.26,2.69,1.24,N
-0.66,-3.72,6.57,4.9,-2.51,N
2.41,-0.75,-9.72,-4.91,-2.66,N
-0.19,-1.63,6.51,4.02,-3.56,N
-8.68,0.66,7.52,8.34,0.6,N
-5.83,2.48,-2.87,12.26,0.63,N
1.04,-6.75,-9.67,-7.7,-1.08,N
9.41,3.25,3.02,-17.11,-2.82,N
7.96,-2.88,-11.61,-12.96,-2.09,N
7.23,2.74,-9.33,-9.9,-3.27,N
-1.15,-0.28,0.04,-0.0,1.07,N
-1.14,-1.34,-4.57,5.58,-0.9,N
8.88,-1.2,-1.33,-13.84,-1.69,N
-0.38,0.34,-0.29,0.73,-0.06,N
9.1,14.01,5.02,-12.0,-1.03,N
-6.06,-11.17,-0.52,12.95,-1.47,N
0.11,3.25,9.24,-0.35,0.54,N
4.94,1.59,-7.89,-9.22,-1.57,N
-8.83,2.11,-2.73,19.36,-0.64,N
9.27,10.12,-2.91,-16.5,1.94,N
4.95,-3.59,-5.01,-6.43,-3.57,N
-5.22,-4.37,-1.45,3.89,2.83,N
-13.18,0.98,-0.4,11.69,6.21,N
6.59,4.17,-0.9,-1.41,-2.16,N
1.11,-1.08,-4.94,0.85,0.43,N
0.83,-3.46,-3.03,-2.16,-0.55,N
6.76,0.36,0.1,-8.2,-1.28,N
4.55,-7.46,1.69,-4.06,-4.55,N
5.24,2.32,3.56,-7.1,-1.66,N
5.24,-0.14,-8.78,-2.6,-4.96,N
7.9,-1.89,4.25,-10.19,-3.5,N
11.39,1.71,-1.05,-9.23,-3.92,N
7.92,7.66,2.89,-6.81,0.06,N
4.7,9.99,-3.09,-8.75,0.14,N
0.47,-3.43,-15.37,-8.0,2.96,N
1.32,8.67,-8.6,-3.6,1.53,N
1.29,6.3,-2.03,-9.58,2.48,N
-7.05,-4.29,-15.29,3.79,3.66,N
-9.59,-7.4,1.26,16.26,1.36,N
6.27,7.91,16.57,-5.11,-0.78,N
3.23,-10.43,-6.62,-6.05,-2.58,N
-4.4,-9.38,-7.31,3.82,1.3,N
10.28,-0.72,-9.44,-21.0,-1.42,N
-2.75,-5.72,3.22,6.87,-2.62,N
-11.2,-7.69,-9.95,8.58,6.55,N
-4.49,0.94,-6.64,-3.86,6.96,N
-2.55,-4.2,9.86,3.63,-1.47,N
1.3,-1.05,9.76,5.08,-3.73,N
-6.82,-6.93,-1.33,7.56,1.54,N
-7.85,1.49,-1.46,17.45,-1.37,N
0.12,-4.81,-7.65,6.55,-2.65,N
-2.34,-3.36,-2.41,0.93,2.29,N
6.94,5.81,6.46,-2.27,-2.97,N
5.48,2.68,-3.28,-14.82,1.01,N
-4.5,17.19,-1.01,5.5,6.41,N
-3.48,0.81,1.64,9.12,-0.16,N
0.94,-2.26,-0.68,-8.55,-1.04,N
-7.03,7.24,0.94,18.36,4.04,N
-0.15,-0.25,-8.56,1.29,1.26,N
-0.89,1.63,13.01,4.47,-1.98,N
12.52,16.44,1.88,-21.4,3.15,N
0.88,0.79,-3.52,1.28,1.08,N
-7.03,6.97,9.7,4.21,5.51,N
-2.25,-0.34,-9.89,2.19,3.54,N
-9.51,0.06,0.41,21.53,2.9,N
-3.25,-4.94,0.22,3.74,2.38,N
-3.01,-0.32,-10.37,-7.76,3.7,N
4.56,3.81,-4.42,-15.17,2.66,N
5.26,0.19,-0.59,-6.33,-2.19,N
-11.67,-1.17,-0.8,19.57,5.01,N
3.91,-8.54,-3.25,-12.04,-0.35,N
0.04,11.82,-8.18,-7.31,5.38,N
-0.9,-0.61,-13.81,-3.91,4.14,N
5.09,-1.01,-10.29,-11.64,-0.59,N
5.36,-0.23,-3.6,-13.27,1.39,N
-9.15,-6.55,-11.76,8.57,-0.28,N
1.74,-6.66,4.27,-5.74,0.28,N
0.19,-7.18,-19.32,-1.89,2.81,N
1.58,-4.16,13.92,2.02,-3.49,N
-2.97,-4.79,4.91,8.89,-0.68,N
1.71,6.74,-3.24,-3.19,2.1,N
4.34,12.45,8.58,-4.48,1.15,N
-5.9,-4.51,7.31,0.76,3.96,N
-1.65,-5.0,-3.63,10.13,-1.02,N
-7.74,-4.57,10.5,14.23,0.06,N
0.66,9.45,12.44,1.87,0.28,N
0.99,-0.59,9.44,1.43,-3.05,N
2.54,11.56,6.12,-6.61,-0.05,N
5.0,-0.29,-12.19,-10.39,-1.33,N
-5.92,9.42,1.61,7.06,3.15,N
-1.29,2.92,16.13,-0.76,2.69,N
3.01,-4.99,-0.55,-3.59,-3.1,N
10.37,13.44,8.19,-15.26,1.45,N
-0.81,-1.03,-6.75,3.02,3.45,N
-0.23,6.53,0.67,-4.35,2.94,N
-2.17,5.81,6.57,-5.8,5.01,N
-3.63,-6.77,1.56,7.61,-1.36,N
1.83,6.4,-25.54,-11.08,5.2,N
-22.8,-0.3,5.88,35.8,2.95,N
11.95,0.32,5.19,-11.2,-4.18,N
5.51,-9.47,1.59,-6.02,-4.21,N
-0.88,7.31,-1.24,6.64,0.41,N
0.08,0.79,-0.52,1.2,-0.95,N
-13.46,2.23,-3.71,14.66,7.54,N
7.16,-0.91,0.8,-7.43,-2.27,N
8.39,2.35,-3.52,-13.72,0.78,N
-11.43,-2.85,3.89,14.34,5.7,N
8.6,1.67,7.39,-13.19,0.51,N
-2.25,-1.96,-2.22,3.75,-3.48,N
3.43,5.58,-8.75,-5.18,1.5,N
-6.37,-3.73,-0.41,1.63,4.5,N
6.71,-7.68,11.8,-6.62,-3.45,N
-0.7,-3.97,-15.59,-2.87,0.25,N
9.96,4.38,8.98,-18.81,-2.02,N
1.66,2.19,-9.91,-1.67,-0.82,N
-0.75,7.61,-1.01,4.91,-2.41,N
3.38,-2.06,3.26,-9.35,-0.38,N
0.84,5.78,-6.3,-1.11,2.53,N
9.3,-0.25,2.45,-9.96,-5.87,N
-2.77,-3.85,3.13,16.3,-6.87,N
-1.34,5.28,8.35,2.7,0.91,N
10.72,2.62,-12.09,-15.7,-1.52,N
0.91,4.87,2.73,-0.22,1.48,N
-1.66,-0.56,-0.72,8.34,-2.1,N
-1.46,-1.09,-3.24,0.52,0.45,N
-6.36,-0.65,7.0,8.52,0.57,N
0.11,-3.83,0.37,1.34,-3.6,N
5.96,-7.34,5.15,-5.29,-3.98,N
1.53,-0.05,10.89,4.17,-2.18,N
0.32,-8.21,-2.06,-4.58,-2.98,N
-6.84,6.47,-11.4,4.72,5.15,N
-4.34,5.22,9.75,10.55,0.35,N
-1.16,3.36,-10.05,1.72,2.18,N
1.82,-0.0,-3.63,-10.82,0.15,N
7.18,-2.66,0.24,-10.81,-4.78,N
3.46,-8.21,-1.42,-3.3,-3.86,N
-12.08,-1.4,4.74,23.96,2.3,N
1.76,5.48,-7.33,-0.21,-2.45,N
10.08,4.19,-4.09,-12.48,-2.91,N
-11.18,-3.18,-0.19,6.85,8.5,N
4.87,-1.56,-1.35,-13.89,2.19,N
6.38,4.36,-22.42,-19.13,1.88,N
2.7,-3.88,-7.26,-6.3,-0.43,N
6.63,-0.77,-10.63,-5.94,-3.47,N
